fragment_ID,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR1_5,2.849982275318259,0.8674473324584208,TP5
ACR10_5,2.666820300311606,1.1062610596345999,TP5
ACR11_5,3.093574223210804,0.9899619777365382,TP5
ACR12_5,2.6396498483655653,0.9477592865655756,TP5
ACR13_5,1.5384500586929655,0.5959291674356175,TP5
ACR14_5,1.1877223029652013,0.4733131431597955,TP5
ACR15_5,2.027946360011355,0.7906574313437498,TP5
ACR16_5,2.062160058580674,0.6723139470892081,TP5
ACR17_5,1.9132917246481684,0.6528091658516615,TP5
ACR18_5,2.1970794376399305,0.7421783577040411,TP5
ACR19_5,1.618939014248971,0.5062069753300665,TP5
ACR2_5,1.9605423532406614,0.6035445578473393,TP5
ACR20_5,1.544624494112212,0.48643503194219145,TP5
ACR21_5,1.5640534929942886,0.5999778803581842,TP5
ACR22_5,1.9338160848262576,0.7324883379642093,TP5
ACR23_5,5.62268876072059,1.8921709638494346,TP5
ACR24_5,2.5044478310222082,0.8835593676069993,TP5
ACR3_5,3.1155190640109773,1.0791695155893826,TP5
ACR4_5,2.33802081533181,0.8006780894802751,TP5
ACR5_5,2.090899229885926,0.6935068235427924,TP5
ACR6_5,2.001230624541124,0.6124879076430854,TP5
ACR7_5,2.43287282762282,0.8684956452203294,TP5
ACR8_5,2.9183549192748344,0.9430486357135863,TP5
ACR9_5,2.474358162858108,0.8208875339021312,TP5
